base_capture_points	base_defense_points	base_xp	battles	big_image	class	damage	damage_blocked	damage_received	direct_hits	distance_traveled	frags	hit_rate	image	isPrem	life_time	name	nation	pen_rate	penetrations	player_winrate	player_wn8	potential_damage_received	shots_fired	sniper_damage	spots	spotting_assist	survival	tank_id	tier	tracking_assist	winrate	winrate_differential	wn8	wnx
0.91	0.14	502	314851	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/japan-J39_Type_57.png	HT	1178	710	1453	5.73	1128	0.62	76.4	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/japan-J39_Type_57.png	False	293	Type 57	Japan	63.65	3.65	48.89	1111	2186	7.5	174	0.72	247	27.27	9313	8	40	49.6	0.71	1163	1164
0.83	0.15	449	312275	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/poland-Pl30_SDP_Wz58T.png	TD	1140	636	1273	3.35	1079	0.65	69.05	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/poland-Pl30_SDP_Wz58T.png	False	298	Kilana	Poland	69.15	2.31	48.97	1145	1962	4.85	250	0.55	192	26.18	7313	8	29	47.2	-1.77	1065	1077
0.68	0.15	450	310871	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/ussr-R135_T_103.png	TD	1060	396	1087	3.72	992	0.6	61.35	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/ussr-R135_T_103.png	True	294	T-103	USSR	70.98	2.64	48.42	1093	1543	6.06	406	0.43	164	25.89	48385	8	33	47.78	-0.64	1003	943
0.58	0.28	554	307792	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/uk-GB106_Cobra.png	MT	1763	265	1378	6.16	1443	1.08	74.49	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/uk-GB106_Cobra.png	True	297	Cobra	UK	64.5	3.97	51.31	1581	1635	8.27	399	0.75	298	28.33	60497	9	58	50.94	-0.37	1603	1483
1.05	0.16	453	304321	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/germany-G04_PzVI_Tiger_I.png	HT	927	278	1452	5.34	1044	0.64	69.89	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/germany-G04_PzVI_Tiger_I.png	False	275	Tiger I	Germany	68.11	3.64	47.99	953	1725	7.64	165	0.75	205	24.83	529	7	32	49.14	1.15	1102	1078
0.84	0.1	550	300555	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/ussr-R145_Object_705_A.png	HT	1871	1620	2291	5.36	1157	0.65	78.52	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/ussr-R145_Object_705_A.png	False	303	Obj. 705A	USSR	57.28	3.07	49.41	1231	3858	6.83	173	0.81	359	28.73	20993	10	49	48.59	-0.82	1311	1173
0.74	0.17	545	297343	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/japan-J41_Type_68.png	HT	1560	898	1811	6.68	1220	0.69	77.8	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/japan-J41_Type_68.png	False	292	Type 68	Japan	64.55	4.31	49.07	1212	2698	8.58	238	0.92	299	26.73	8801	9	55	49.69	0.62	1280	1296
0.49	0.24	500	296955	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/france-F17_AMX_13_90.png	LT	894	6	1279	5.19	1723	0.63	74.94	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/france-F17_AMX_13_90.png	False	246	AMX 13 90	France	78.06	4.05	50.56	1425	1194	6.92	193	2.67	1020	19.54	4929	9	32	49.75	-0.81	1320	1307
0.62	0.13	551	296625	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/usa-A125_AEP_1.png	HT	1610	935	1736	6.52	1169	0.66	75.98	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/usa-A125_AEP_1.png	True	280	AE Phase I	USA	65.72	4.28	49.71	1341	2690	8.58	209	0.99	311	23.85	61729	9	47	49.82	0.11	1386	1327
0.76	0.18	434	292890	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/germany-G88_Indien_Panzer.png	MT	951	253	1281	5.04	1253	0.58	65.73	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/germany-G88_Indien_Panzer.png	False	287	Indien-Pz.	Germany	69.77	3.52	48.17	1047	1577	7.67	301	0.64	268	24.74	13841	8	40	47.65	-0.52	1063	915
0.6	0.17	613	292594	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/uk-GB147_FV4025_Contriver.png	HT	2563	1361	2382	9.06	1227	0.83	80.15	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/uk-GB147_FV4025_Contriver.png	False	295	Contriver	UK	66.85	6.05	51.62	1660	3716	11.3	254	0.9	355	27.29	23889	11	73	48.42	-3.2	1502	1448
